,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
96,female,permanent,46-50,2.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I occasionally do this,I always do this,strongly agree,strongly agree,strongly agree,neither,agree,neither,strongly agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither
97,female,permanent,36-40,1.75,White British,strongly agree,strongly agree,agree,agree,I always do this,I sometimes do this,I sometimes do this,I occasionally do this,neither,disagree,agree,disagree,disagree,neither,agree,agree,disagree,strongly disagree,neither,neither,neither,neither,strongly disagree,neither,agree,neither,neither,disagree,disagree
98,female,permanent,41-45,5.0,White British,strongly disagree,disagree,strongly disagree,disagree,I always do this,I sometimes do this,I frequently do this,I always do this,strongly disagree,strongly disagree,agree,disagree,disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,neither,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree
99,female,permanent,36-40,2.5,White British,agree,agree,neither,agree,I occasionally do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,neither,neither,agree,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither,disagree
100,female,permanent,41-45,2.5,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I always do this,I sometimes do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,neither,disagree,disagree,disagree,agree,neither,disagree,disagree,disagree,agree,strongly agree,agree,agree,neither,neither,neither
101,female,permanent,56 +,14.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,agree,strongly agree,disagree,disagree,disagree,disagree,neither,agree,agree,agree,neither,neither,neither,agree,agree,neither,agree,neither,neither,neither
102,female,permanent,46-50,13.0,White British,disagree,disagree,strongly disagree,strongly disagree,I frequently do this,I sometimes do this,I frequently do this,I occasionally do this,neither,agree,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree,neither,neither,neither,agree,neither,neither,agree,disagree,disagree,disagree
103,female,permanent,46-50,3.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I always do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
104,female,permanent,36-40,3.0,White - Other,strongly agree,agree,strongly agree,agree,I sometimes do this,I occasionally do this,I sometimes do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,agree,disagree,disagree,disagree,neither,neither,neither,disagree,agree,agree,neither,disagree,neither,neither
105,male,fixed term,31-35,2.0,,agree,strongly agree,agree,strongly agree,I frequently do this,I sometimes do this,I occasionally do this,I occasionally do this,strongly agree,agree,agree,neither,neither,neither,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,agree,neither,neither,neither,neither,neither,neither,neither
106,male,permanent,31-35,1.0,White British,strongly agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I sometimes do this,strongly agree,agree,agree,disagree,disagree,strongly disagree,neither,neither,agree,agree,strongly agree,neither,neither,disagree,neither,strongly agree,agree,neither,strongly disagree,disagree,disagree
107,female,permanent,41-45,5.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,strongly agree,agree,agree,disagree,neither,disagree,agree,agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,agree,disagree,agree,strongly disagree,agree,strongly disagree,strongly disagree,strongly disagree
108,male,permanent,51-55,24.0,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I frequently do this,agree,agree,agree,agree,agree,agree,neither,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,female,permanent,31-35,1.0,White - Other,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,agree,neither,agree
111,female,fixed term,26-30,0.2,White British,agree,agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,agree,agree,agree,agree,neither,neither,disagree,disagree,disagree,disagree
112,female,permanent,56 +,1.0,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I sometimes do this,I frequently do this,I always do this,agree,agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,neither,neither,neither
113,female,permanent,36-40,1.0,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I sometimes do this,I never do this,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
114,female,permanent,41-45,1.8,White British,agree,strongly agree,agree,agree,I always do this,I always do this,I always do this,I sometimes do this,agree,agree,agree,disagree,neither,strongly disagree,agree,agree,neither,neither,neither,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,disagree,disagree,disagree
115,female,permanent,20-25,1.0,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,neither,neither,disagree,neither,neither
116,female,fixed term,51-55,2.0,White British,agree,agree,neither,neither,I sometimes do this,I occasionally do this,I sometimes do this,I always do this,neither,neither,agree,agree,agree,disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,strongly agree,agree,agree,disagree,neither,disagree
117,male,permanent,41-45,9.0,White British,neither,agree,neither,agree,I always do this,I frequently do this,I always do this,I sometimes do this,agree,agree,agree,disagree,neither,disagree,strongly agree,agree,disagree,disagree,agree,agree,agree,agree,neither,neither,neither,disagree,disagree,disagree,disagree
118,male,permanent,41-45,2.5,White British,neither,strongly agree,neither,agree,I always do this,I frequently do this,I sometimes do this,I frequently do this,strongly agree,agree,agree,disagree,disagree,disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,agree,strongly agree,agree,agree,disagree,agree,agree
119,female,permanent,36-40,0.75,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I sometimes do this,I never do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither
120,female,permanent,41-45,7.0,White British,agree,strongly agree,neither,agree,I sometimes do this,I sometimes do this,I sometimes do this,I occasionally do this,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
121,male,permanent,56 +,0.5,White British,strongly disagree,strongly disagree,strongly disagree,agree,I always do this,I sometimes do this,I occasionally do this,I never do this,agree,agree,agree,neither,neither,neither,neither,neither,disagree,strongly disagree,disagree,strongly agree,strongly agree,strongly agree,agree,neither,agree,agree,,,
122,female,permanent,31-35,1.0,White British,agree,agree,neither,neither,I sometimes do this,I occasionally do this,I occasionally do this,I occasionally do this,agree,agree,agree,disagree,neither,disagree,strongly agree,agree,neither,neither,neither,neither,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree
123,male,permanent,36-40,3.5,White British,neither,disagree,disagree,disagree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,disagree,disagree,neither,agree,agree,disagree,disagree,disagree,disagree,neither,neither,disagree,agree,neither,neither,agree,disagree,disagree
124,female,permanent,41-45,5.0,White British,agree,strongly agree,agree,agree,I always do this,I sometimes do this,I occasionally do this,I frequently do this,strongly agree,agree,agree,agree,agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,neither,disagree,disagree
125,female,permanent,41-45,10.0,White British,neither,agree,disagree,neither,I frequently do this,I sometimes do this,I sometimes do this,I always do this,strongly agree,agree,agree,neither,neither,neither,agree,neither,neither,agree,neither,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither
126,female,permanent,31-35,2.0,White British,disagree,disagree,disagree,disagree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,neither,neither,neither,disagree,agree,neither,disagree,disagree,disagree,neither,disagree,neither,neither,agree,agree,agree,disagree,agree,disagree
127,female,permanent,56 +,,White - Other,disagree,strongly agree,neither,disagree,I always do this,I always do this,I always do this,I occasionally do this,agree,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,disagree,strongly agree,strongly disagree,strongly disagree
128,female,permanent,41-45,4.0,White British,neither,neither,neither,neither,I frequently do this,I occasionally do this,I occasionally do this,I frequently do this,strongly agree,agree,agree,neither,neither,neither,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,disagree,disagree,strongly disagree
129,male,permanent,51-55,2.0,White British,neither,agree,agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither
130,female,permanent,31-35,2.0,White British,neither,agree,neither,agree,I sometimes do this,I sometimes do this,I sometimes do this,I occasionally do this,neither,agree,neither,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree
